Groin Hernia,PCT of Responsibility,5HP,BLACKPOOL PCT,EQ-5D Index,58,0.764,0.793,0.029,24,16,18,0.797,0.033,-0.053,0.119
Groin Hernia,PCT of Responsibility,5HQ,BOLTON PCT,EQ-5D Index,93,0.776,0.852,0.076,39,35,19,0.837,0.061,-0.004,0.127
Groin Hernia,PCT of Responsibility,5HX,EALING PCT,EQ-5D Index,45,0.746,0.842,0.096,24,11,10,0.820,0.074,-0.045,0.192
Groin Hernia,PCT of Responsibility,5HY,HOUNSLOW PCT,EQ-5D Index,79,0.777,0.874,0.097,37,35,7,0.864,0.087,0.007,0.166
Groin Hernia,PCT of Responsibility,5J2,WARRINGTON PCT,EQ-5D Index,128,0.816,0.895,0.079,63,46,19,0.907,0.091,0.047,0.135
Groin Hernia,PCT of Responsibility,5J4,KNOWSLEY PCT,EQ-5D Index,39,0.678,0.807,0.129,23,8,8,0.782,0.104,-0.044,0.252
Groin Hernia,PCT of Responsibility,5J5,OLDHAM PCT,EQ-5D Index,66,0.785,0.841,0.056,31,15,20,0.847,0.062,-0.038,0.162
Groin Hernia,PCT of Responsibility,5J6,CALDERDALE PCT,EQ-5D Index,118,0.791,0.873,0.082,59,43,16,0.866,0.075,0.016,0.134
Groin Hernia,PCT of Responsibility,5J9,DARLINGTON PCT,EQ-5D Index,15,0.814,0.964,0.150,10,*,*,*,*,*,*
Groin Hernia,PCT of Responsibility,5JE,BARNSLEY PCT,EQ-5D Index,132,0.769,0.856,0.087,72,38,22,0.855,0.086,0.032,0.140
Groin Hernia,PCT of Responsibility,5JX,BURY PCT,EQ-5D Index,71,0.796,0.872,0.076,35,23,13,0.888,0.092,0.018,0.166
Groin Hernia,PCT of Responsibility,5K3,SWINDON PCT,EQ-5D Index,34,0.765,0.862,0.098,20,*,*,0.873,0.108,0.004,0.212
Groin Hernia,PCT of Responsibility,5K5,BRENT TEACHING PCT,EQ-5D Index,43,0.829,0.848,0.018,16,14,13,0.894,0.065,-0.009,0.140
Groin Hernia,PCT of Responsibility,5K6,HARROW PCT,EQ-5D Index,36,0.800,0.771,-0.029,13,9,14,0.779,-0.021,-0.185,0.144
Groin Hernia,PCT of Responsibility,5K7,CAMDEN PCT,EQ-5D Index,52,0.856,0.908,0.052,19,24,9,0.953,0.097,0.044,0.149
Groin Hernia,PCT of Responsibility,5K8,ISLINGTON PCT,EQ-5D Index,39,0.817,0.877,0.060,16,17,6,0.909,0.092,0.010,0.175
Groin Hernia,PCT of Responsibility,5K9,CROYDON PCT,EQ-5D Index,67,0.842,0.921,0.079,34,24,9,0.943,0.101,0.048,0.155
Groin Hernia,PCT of Responsibility,5KF,GATESHEAD PCT,EQ-5D Index,142,0.793,0.873,0.079,77,37,28,0.884,0.091,0.046,0.136
Groin Hernia,PCT of Responsibility,5KG,SOUTH TYNESIDE PCT,EQ-5D Index,73,0.767,0.841,0.074,37,24,12,0.854,0.087,-0.005,0.179
Groin Hernia,PCT of Responsibility,5KL,SUNDERLAND TEACHING PCT,EQ-5D Index,151,0.762,0.813,0.051,62,47,42,0.817,0.055,0.006,0.104
Groin Hernia,PCT of Responsibility,5KM,MIDDLESBROUGH PCT,EQ-5D Index,42,0.765,0.829,0.063,19,15,8,0.828,0.063,-0.023,0.148
Groin Hernia,PCT of Responsibility,5L1,SOUTHAMPTON CITY PCT,EQ-5D Index,18,0.674,0.811,0.137,12,*,*,*,*,*,*
Groin Hernia,PCT of Responsibility,5L3,MEDWAY PCT,EQ-5D Index,94,0.817,0.914,0.098,50,31,13,0.920,0.103,0.063,0.144
Groin Hernia,PCT of Responsibility,5LA,KENSINGTON AND CHELSEA PCT,EQ-5D Index,8,0.779,0.722,-0.057,*,*,*,*,*,*,*
Groin Hernia,PCT of Responsibility,5LC,WESTMINSTER PCT,EQ-5D Index,38,0.630,0.763,0.132,20,10,8,0.718,0.088,-0.146,0.323
Groin Hernia,PCT of Responsibility,5LD,LAMBETH PCT,EQ-5D Index,66,0.810,0.870,0.060,30,22,14,0.894,0.084,0.014,0.155
Groin Hernia,PCT of Responsibility,5LE,SOUTHWARK PCT,EQ-5D Index,67,0.812,0.855,0.042,36,15,16,0.876,0.064,-0.028,0.156
Groin Hernia,PCT of Responsibility,5LF,LEWISHAM PCT,EQ-5D Index,92,0.768,0.851,0.083,47,29,16,0.831,0.063,-0.010,0.136
Groin Hernia,PCT of Responsibility,5LG,WANDSWORTH PCT,EQ-5D Index,39,0.789,0.841,0.051,18,13,8,0.860,0.071,-0.013,0.155
Groin Hernia,PCT of Responsibility,5LH,TAMESIDE AND GLOSSOP PCT,EQ-5D Index,55,0.758,0.853,0.095,27,13,15,0.828,0.070,-0.048,0.188
Groin Hernia,PCT of Responsibility,5LQ,BRIGHTON AND HOVE CITY PCT,EQ-5D Index,135,0.814,0.876,0.062,59,42,34,0.892,0.078,0.023,0.132
Groin Hernia,PCT of Responsibility,5M1,SOUTH BIRMINGHAM PCT,EQ-5D Index,126,0.743,0.852,0.108,68,35,23,0.840,0.097,0.034,0.160
Groin Hernia,PCT of Responsibility,5M2,SHROPSHIRE COUNTY PCT,EQ-5D Index,245,0.762,0.884,0.123,145,70,30,0.858,0.096,0.058,0.133
Groin Hernia,PCT of Responsibility,5M3,WALSALL TEACHING PCT,EQ-5D Index,145,0.797,0.834,0.037,64,47,34,0.849,0.052,-0.004,0.108
Groin Hernia,PCT of Responsibility,5M6,RICHMOND AND TWICKENHAM PCT,EQ-5D Index,59,0.830,0.905,0.075,27,25,7,0.922,0.092,0.029,0.154
Groin Hernia,PCT of Responsibility,5M7,SUTTON AND MERTON PCT,EQ-5D Index,67,0.814,0.891,0.077,30,26,11,0.901,0.087,0.030,0.144
Groin Hernia,PCT of Responsibility,5M8,NORTH SOMERSET PCT,EQ-5D Index,134,0.785,0.848,0.063,60,42,32,0.830,0.045,-0.012,0.102
Groin Hernia,PCT of Responsibility,5MD,COVENTRY TEACHING PCT,EQ-5D Index,127,0.788,0.882,0.094,61,44,22,0.874,0.086,0.040,0.132
Groin Hernia,PCT of Responsibility,5MK,TELFORD AND WREKIN PCT,EQ-5D Index,122,0.769,0.850,0.081,62,33,27,0.836,0.067,0.006,0.128
Groin Hernia,PCT of Responsibility,5MV,WOLVERHAMPTON CITY PCT,EQ-5D Index,106,0.763,0.818,0.056,48,33,25,0.824,0.061,-0.002,0.124
Groin Hernia,PCT of Responsibility,5MX,HEART OF BIRMINGHAM TEACHING PCT,EQ-5D Index,46,0.748,0.729,-0.019,18,12,16,0.721,-0.027,-0.144,0.089
Groin Hernia,PCT of Responsibility,5N1,LEEDS PCT,EQ-5D Index,185,0.809,0.891,0.082,89,62,34,0.902,0.093,0.056,0.131
Groin Hernia,PCT of Responsibility,5N2,KIRKLEES PCT,EQ-5D Index,205,0.811,0.861,0.050,88,68,49,0.882,0.071,0.031,0.111
Groin Hernia,PCT of Responsibility,5N3,WAKEFIELD DISTRICT PCT,EQ-5D Index,102,0.840,0.874,0.034,41,39,22,0.904,0.064,0.009,0.118
Groin Hernia,PCT of Responsibility,5N4,SHEFFIELD PCT,EQ-5D Index,404,0.781,0.863,0.082,196,134,74,0.869,0.088,0.059,0.118
Groin Hernia,PCT of Responsibility,5N5,DONCASTER PCT,EQ-5D Index,78,0.754,0.844,0.091,39,19,20,0.834,0.080,0.021,0.139
Groin Hernia,PCT of Responsibility,5N6,DERBYSHIRE COUNTY PCT,EQ-5D Index,480,0.780,0.864,0.084,251,136,93,0.854,0.074,0.046,0.103
Groin Hernia,PCT of Responsibility,5N7,DERBY CITY PCT,EQ-5D Index,80,0.806,0.847,0.041,34,30,16,0.864,0.058,-0.008,0.124
Groin Hernia,PCT of Responsibility,5N8,NOTTINGHAMSHIRE COUNTY TEACHING PCT,EQ-5D Index,190,0.767,0.861,0.094,97,54,39,0.865,0.098,0.061,0.135
Groin Hernia,PCT of Responsibility,5N9,LINCOLNSHIRE TEACHING PCT,EQ-5D Index,406,0.786,0.886,0.101,213,134,59,0.874,0.088,0.064,0.113
Groin Hernia,PCT of Responsibility,5NA,REDBRIDGE PCT,EQ-5D Index,55,0.848,0.870,0.022,19,24,12,0.911,0.063,-0.021,0.147
Groin Hernia,PCT of Responsibility,5NC,WALTHAM FOREST PCT,EQ-5D Index,69,0.766,0.858,0.092,39,19,11,0.873,0.107,0.018,0.196
Groin Hernia,PCT of Responsibility,5ND,COUNTY DURHAM PCT,EQ-5D Index,138,0.753,0.839,0.086,74,30,34,0.837,0.084,0.018,0.150
Groin Hernia,PCT of Responsibility,5NE,CUMBRIA TEACHING PCT,EQ-5D Index,244,0.811,0.867,0.055,102,85,57,0.884,0.073,0.039,0.107
Groin Hernia,PCT of Responsibility,5NF,NORTH LANCASHIRE TEACHING PCT,EQ-5D Index,150,0.793,0.857,0.064,72,50,28,0.867,0.074,0.018,0.129
Groin Hernia,PCT of Responsibility,5NG,CENTRAL LANCASHIRE PCT,EQ-5D Index,155,0.791,0.877,0.086,81,41,33,0.869,0.078,0.038,0.118
Groin Hernia,PCT of Responsibility,5NH,EAST LANCASHIRE TEACHING PCT,EQ-5D Index,134,0.782,0.874,0.092,69,40,25,0.880,0.098,0.054,0.141
Groin Hernia,PCT of Responsibility,5NJ,SEFTON PCT,EQ-5D Index,150,0.781,0.860,0.079,82,41,27,0.860,0.079,0.024,0.133
Groin Hernia,PCT of Responsibility,5NK,WIRRAL PCT,EQ-5D Index,94,0.737,0.822,0.085,52,25,17,0.778,0.041,-0.042,0.124
Groin Hernia,PCT of Responsibility,5NL,LIVERPOOL PCT,EQ-5D Index,102,0.751,0.837,0.085,54,26,22,0.809,0.058,-0.021,0.138
Groin Hernia,PCT of Responsibility,5NM,HALTON AND ST HELENS PCT,EQ-5D Index,100,0.775,0.843,0.068,46,32,22,0.839,0.064,-0.003,0.130
Groin Hernia,PCT of Responsibility,5NN,WESTERN CHESHIRE PCT,EQ-5D Index,94,0.785,0.846,0.062,39,35,20,0.835,0.050,-0.008,0.108
Groin Hernia,PCT of Responsibility,5NP,CENTRAL AND EASTERN CHESHIRE PCT,EQ-5D Index,315,0.796,0.886,0.090,167,104,44,0.883,0.087,0.058,0.116
Groin Hernia,PCT of Responsibility,5NQ,"HEYWOOD, MIDDLETON AND ROCHDALE PCT",EQ-5D Index,57,0.778,0.888,0.110,30,21,6,0.890,0.112,0.051,0.173
Groin Hernia,PCT of Responsibility,5NR,TRAFFORD PCT,EQ-5D Index,94,0.811,0.892,0.081,47,29,18,0.894,0.083,0.040,0.126
Groin Hernia,PCT of Responsibility,5NT,MANCHESTER PCT,EQ-5D Index,81,0.738,0.820,0.082,36,24,21,0.806,0.068,-0.021,0.157
Groin Hernia,PCT of Responsibility,5NV,NORTH YORKSHIRE AND YORK PCT,EQ-5D Index,595,0.805,0.881,0.076,283,201,111,0.886,0.081,0.057,0.105
Groin Hernia,PCT of Responsibility,5NW,EAST RIDING OF YORKSHIRE PCT,EQ-5D Index,297,0.789,0.867,0.078,149,97,51,0.869,0.080,0.040,0.120
Groin Hernia,PCT of Responsibility,5NX,HULL TEACHING PCT,EQ-5D Index,192,0.776,0.851,0.075,96,61,35,0.861,0.085,0.037,0.132
Groin Hernia,PCT of Responsibility,5NY,BRADFORD AND AIREDALE TEACHING PCT,EQ-5D Index,318,0.779,0.834,0.055,149,96,73,0.837,0.058,0.019,0.098
Groin Hernia,PCT of Responsibility,5P1,SOUTH EAST ESSEX PCT,EQ-5D Index,183,0.779,0.869,0.090,106,43,34,0.862,0.083,0.036,0.129
Groin Hernia,PCT of Responsibility,5P2,BEDFORDSHIRE PCT,EQ-5D Index,185,0.793,0.878,0.085,97,55,33,0.864,0.071,0.032,0.111
Groin Hernia,PCT of Responsibility,5P3,EAST AND NORTH HERTFORDSHIRE PCT,EQ-5D Index,151,0.811,0.876,0.065,70,53,28,0.885,0.074,0.028,0.120
Groin Hernia,PCT of Responsibility,5P4,WEST HERTFORDSHIRE PCT,EQ-5D Index,157,0.813,0.871,0.058,73,52,32,0.884,0.071,0.027,0.116
Groin Hernia,PCT of Responsibility,5P5,SURREY PCT,EQ-5D Index,410,0.804,0.892,0.088,214,130,66,0.893,0.089,0.062,0.115
Groin Hernia,PCT of Responsibility,5P6,WEST SUSSEX PCT,EQ-5D Index,368,0.810,0.886,0.075,179,129,60,0.885,0.075,0.050,0.101
Groin Hernia,PCT of Responsibility,5P7,EAST SUSSEX DOWNS AND WEALD PCT,EQ-5D Index,165,0.804,0.888,0.084,88,53,24,0.883,0.079,0.035,0.124
Groin Hernia,PCT of Responsibility,5P8,HASTINGS AND ROTHER PCT,EQ-5D Index,60,0.800,0.906,0.106,34,14,12,0.899,0.099,0.035,0.164
Groin Hernia,PCT of Responsibility,5P9,WEST KENT PCT,EQ-5D Index,178,0.804,0.882,0.078,86,67,25,0.877,0.073,0.031,0.114
Groin Hernia,PCT of Responsibility,5PA,LEICESTERSHIRE COUNTY AND RUTLAND PCT,EQ-5D Index,338,0.801,0.894,0.092,170,122,46,0.895,0.094,0.069,0.119
Groin Hernia,PCT of Responsibility,5PC,LEICESTER CITY PCT,EQ-5D Index,91,0.784,0.854,0.070,40,29,22,0.871,0.087,0.007,0.166
Groin Hernia,PCT of Responsibility,5PD,NORTHAMPTONSHIRE TEACHING PCT,EQ-5D Index,301,0.804,0.885,0.081,159,89,53,0.887,0.083,0.053,0.112
Groin Hernia,PCT of Responsibility,5PE,DUDLEY PCT,EQ-5D Index,137,0.850,0.912,0.062,62,50,25,0.952,0.102,0.063,0.140
Groin Hernia,PCT of Responsibility,5PF,SANDWELL PCT,EQ-5D Index,90,0.789,0.836,0.046,39,34,17,0.852,0.063,-0.010,0.135
Groin Hernia,PCT of Responsibility,5PG,BIRMINGHAM EAST AND NORTH PCT,EQ-5D Index,145,0.772,0.871,0.099,75,49,21,0.864,0.092,0.046,0.137
Groin Hernia,PCT of Responsibility,5PH,NORTH STAFFORDSHIRE PCT,EQ-5D Index,78,0.786,0.866,0.080,40,21,17,0.860,0.074,0.024,0.124
Groin Hernia,PCT of Responsibility,5PJ,STOKE ON TRENT PCT,EQ-5D Index,41,0.732,0.838,0.106,23,8,10,0.791,0.059,-0.038,0.155
Groin Hernia,PCT of Responsibility,5PK,SOUTH STAFFORDSHIRE PCT,EQ-5D Index,312,0.784,0.877,0.093,169,98,45,0.869,0.085,0.050,0.119
Groin Hernia,PCT of Responsibility,5PL,WORCESTERSHIRE PCT,EQ-5D Index,274,0.812,0.886,0.074,137,82,55,0.896,0.084,0.051,0.118
Groin Hernia,PCT of Responsibility,5PM,WARWICKSHIRE PCT,EQ-5D Index,308,0.791,0.876,0.085,153,102,53,0.876,0.085,0.049,0.120
Groin Hernia,PCT of Responsibility,5PN,PETERBOROUGH PCT,EQ-5D Index,76,0.799,0.901,0.102,41,23,12,0.912,0.113,0.048,0.177
Groin Hernia,PCT of Responsibility,5PP,CAMBRIDGESHIRE PCT,EQ-5D Index,297,0.818,0.894,0.076,135,111,51,0.904,0.086,0.056,0.117
Groin Hernia,PCT of Responsibility,5PQ,NORFOLK PCT,EQ-5D Index,729,0.776,0.876,0.100,388,223,118,0.863,0.087,0.067,0.108
Groin Hernia,PCT of Responsibility,5PR,GREAT YARMOUTH AND WAVENEY PCT,EQ-5D Index,157,0.762,0.883,0.121,96,39,22,0.881,0.119,0.076,0.163
Groin Hernia,PCT of Responsibility,5PT,SUFFOLK PCT,EQ-5D Index,425,0.804,0.895,0.091,213,148,64,0.895,0.091,0.067,0.114
Groin Hernia,PCT of Responsibility,5PV,WEST ESSEX PCT,EQ-5D Index,157,0.789,0.872,0.083,80,47,30,0.877,0.088,0.041,0.135
Groin Hernia,PCT of Responsibility,5PW,NORTH EAST ESSEX PCT,EQ-5D Index,236,0.788,0.878,0.090,119,76,41,0.885,0.097,0.062,0.131
Groin Hernia,PCT of Responsibility,5PX,MID ESSEX PCT,EQ-5D Index,257,0.804,0.889,0.086,136,80,41,0.894,0.090,0.058,0.122
Groin Hernia,PCT of Responsibility,5PY,SOUTH WEST ESSEX PCT,EQ-5D Index,140,0.783,0.863,0.079,74,44,22,0.862,0.079,0.036,0.122
Groin Hernia,PCT of Responsibility,5QA,EASTERN AND COASTAL KENT PCT,EQ-5D Index,319,0.776,0.866,0.091,167,104,48,0.850,0.074,0.041,0.107
Groin Hernia,PCT of Responsibility,5QC,HAMPSHIRE PCT,EQ-5D Index,782,0.810,0.901,0.091,392,286,104,0.901,0.091,0.074,0.108
Groin Hernia,PCT of Responsibility,5QD,BUCKINGHAMSHIRE PCT,EQ-5D Index,176,0.801,0.884,0.083,96,49,31,0.870,0.069,0.032,0.107
Groin Hernia,PCT of Responsibility,5QE,OXFORDSHIRE PCT,EQ-5D Index,257,0.777,0.901,0.124,158,73,26,0.874,0.097,0.067,0.127
Groin Hernia,PCT of Responsibility,5QF,BERKSHIRE WEST PCT,EQ-5D Index,261,0.787,0.879,0.092,128,90,43,0.863,0.076,0.037,0.116
Groin Hernia,PCT of Responsibility,5QG,BERKSHIRE EAST PCT,EQ-5D Index,184,0.782,0.874,0.092,104,49,31,0.860,0.078,0.033,0.123
Groin Hernia,PCT of Responsibility,5QH,GLOUCESTERSHIRE PCT,EQ-5D Index,283,0.817,0.900,0.084,143,91,49,0.907,0.090,0.060,0.121
Groin Hernia,PCT of Responsibility,5QJ,BRISTOL PCT,EQ-5D Index,217,0.805,0.886,0.081,94,76,47,0.900,0.095,0.062,0.129
Groin Hernia,PCT of Responsibility,5QK,WILTSHIRE PCT,EQ-5D Index,177,0.803,0.897,0.094,97,56,24,0.899,0.096,0.062,0.129
Groin Hernia,PCT of Responsibility,5QL,SOMERSET PCT,EQ-5D Index,300,0.815,0.888,0.073,148,106,46,0.901,0.086,0.059,0.114
Groin Hernia,PCT of Responsibility,5QM,DORSET PCT,EQ-5D Index,305,0.807,0.901,0.094,163,91,51,0.901,0.094,0.069,0.119
Groin Hernia,PCT of Responsibility,5QN,BOURNEMOUTH AND POOLE TEACHING PCT,EQ-5D Index,230,0.811,0.901,0.090,114,82,34,0.906,0.095,0.064,0.125
Groin Hernia,PCT of Responsibility,5QP,CORNWALL AND ISLES OF SCILLY PCT,EQ-5D Index,309,0.808,0.875,0.066,149,108,52,0.895,0.087,0.061,0.114
Groin Hernia,PCT of Responsibility,5QQ,DEVON PCT,EQ-5D Index,358,0.793,0.898,0.105,191,119,48,0.892,0.099,0.073,0.124
Groin Hernia,PCT of Responsibility,5QR,REDCAR AND CLEVELAND PCT,EQ-5D Index,81,0.767,0.831,0.064,41,22,18,0.821,0.054,-0.046,0.153
Groin Hernia,PCT of Responsibility,5QT,ISLE OF WIGHT NHS PCT,EQ-5D Index,113,0.763,0.871,0.108,60,33,20,0.880,0.117,0.062,0.172
Groin Hernia,PCT of Responsibility,5QV,HERTFORDSHIRE PCT,EQ-5D Index,86,0.759,0.881,0.122,47,28,11,0.860,0.101,0.045,0.156
Groin Hernia,PCT of Responsibility,TAC,NORTHUMBERLAND CARE TRUST,EQ-5D Index,178,0.806,0.889,0.083,86,62,30,0.903,0.097,0.058,0.135
Groin Hernia,PCT of Responsibility,TAK,BEXLEY CARE TRUST,EQ-5D Index,103,0.764,0.885,0.121,62,22,19,0.867,0.103,0.057,0.149
Groin Hernia,PCT of Responsibility,TAL,TORBAY CARE TRUST,EQ-5D Index,61,0.804,0.877,0.073,34,20,7,0.877,0.073,-0.023,0.170
Groin Hernia,PCT of Responsibility,TAM,SOLIHULL CARE TRUST,EQ-5D Index,105,0.776,0.883,0.106,55,39,11,0.871,0.095,0.045,0.145
Groin Hernia,PCT of Responsibility,TAN,NORTH EAST LINCOLNSHIRE CARE TRUST PLUS,EQ-5D Index,57,0.810,0.887,0.078,30,17,10,0.904,0.094,0.026,0.162
Groin Hernia,PCT of Responsibility,TAP,BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS,EQ-5D Index,8,0.827,0.897,0.070,*,*,0,*,*,*,*
Groin Hernia,Provider,5M2,SHROPSHIRE COUNTY PCT,EQ-5D Index,11,0.769,0.924,0.156,6,*,*,*,*,*,*
Groin Hernia,Provider,5N6,DERBYSHIRE COUNTY PCT,EQ-5D Index,33,0.779,0.869,0.090,16,11,6,0.814,0.035,-0.067,0.137
Groin Hernia,Provider,5PA,LEICESTERSHIRE COUNTY AND RUTLAND PCT,EQ-5D Index,81,0.813,0.929,0.116,48,27,6,0.919,0.106,0.069,0.142
Groin Hernia,Provider,5PK,SOUTH STAFFORDSHIRE PCT,EQ-5D Index,64,0.784,0.863,0.079,34,21,9,0.865,0.081,0.018,0.144
Groin Hernia,Provider,5PL,WORCESTERSHIRE PCT,EQ-5D Index,19,0.802,0.871,0.068,9,*,*,*,*,*,*
Groin Hernia,Provider,5QC,HAMPSHIRE PCT,EQ-5D Index,103,0.822,0.886,0.064,41,47,15,0.889,0.067,0.019,0.116
Groin Hernia,Provider,5QM,DORSET PCT,EQ-5D Index,115,0.831,0.894,0.062,50,39,26,0.902,0.071,0.026,0.117
Groin Hernia,Provider,5QQ,DEVON PCT,EQ-5D Index,70,0.841,0.921,0.080,35,28,7,0.931,0.090,0.039,0.141
Groin Hernia,Provider,5QT,ISLE OF WIGHT NHS PCT,EQ-5D Index,113,0.763,0.871,0.108,60,33,20,0.880,0.117,0.062,0.172
Groin Hernia,Provider,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",EQ-5D Index,*,*,*,*,0,*,0,*,*,*,*
Groin Hernia,Provider,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",EQ-5D Index,19,0.860,0.886,0.027,*,8,*,*,*,*,*
Groin Hernia,Provider,NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",EQ-5D Index,62,0.882,0.886,0.004,18,30,14,0.943,0.061,-0.004,0.125
